,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,class
0,0,1,0,1,1,1,0,1,0,1,2,1,1,1,0,1,0
1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2,1
2,2,1,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1
3,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,1,0
4,1,1,1,0,1,1,0,1,0,0,1,2,1,1,1,1,0
5,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
6,0,1,0,1,1,1,0,1,0,0,0,0,2,1,1,1,1
7,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2,1,1
8,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0
9,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,2,1
10,0,1,0,1,1,0,0,0,0,0,2,2,1,1,0,0,1
11,0,1,0,1,1,1,0,1,0,0,1,2,1,1,2,2,1
12,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,2,1
13,1,1,1,0,0,1,1,1,2,1,1,2,0,0,1,2,1
14,0,1,0,1,1,1,0,1,0,0,0,1,2,2,0,2,0
15,0,1,0,1,1,1,0,0,0,1,0,1,1,2,0,2,0
16,1,0,1,0,0,1,0,1,2,1,1,1,2,0,0,1,1
17,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
18,0,1,0,1,1,1,0,1,0,0,0,2,1,1,0,0,1
19,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
20,1,1,1,0,0,2,1,1,0,0,1,0,0,0,1,1,1
21,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,1,0
22,1,2,1,0,0,0,1,1,1,0,0,2,0,0,1,1,0
23,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
24,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0
25,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
26,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
27,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
28,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1
29,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
30,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1
31,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,2,1
32,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1
33,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0
34,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
35,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
36,1,2,0,1,1,1,0,1,0,1,0,1,2,1,0,1,0
37,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1
38,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1
39,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1
40,1,1,1,0,0,0,1,2,1,0,2,0,0,0,0,2,1
41,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1
42,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
43,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
44,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,1
45,1,1,1,0,0,0,1,0,2,0,1,0,0,0,1,2,0
46,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
47,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,0
48,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
49,0,2,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1
50,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
51,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
52,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0
53,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1
54,1,1,1,0,0,1,2,1,0,0,1,1,0,1,0,2,1
55,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
56,0,1,0,1,1,1,0,2,0,1,1,1,1,1,0,1,0
57,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0
58,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1
59,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,2,1
60,1,1,1,0,0,2,1,1,1,1,0,0,0,0,1,2,1
61,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
62,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
63,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
64,1,1,1,0,0,0,1,0,1,0,1,2,0,0,0,1,1
